name,steps,tags,style,main_ing,total_ingredient,description
제주식 고사리육개장,"[' 닭은 흐르는 물에 잘 씻어 비계 부분을 손질하고 우유에 30분 정도 담가둔 뒤 씻어주세요.*Tip. 닭을 우유에 담가두면 육질이 부드러워질 뿐 아니라 잡내를 없애줘요.',' 고사리는 깨끗하게 씻은 뒤 믹서에 갈아주세요.',' 냄비에 닭, 물을 넣어 30분 정도 삶은 뒤 닭을 꺼내 살을 잘게 발라주세요. 이 때 닭을 삶은 물은 버리지 않아요.',' 찹쌀가루와 물을 그릇에 넣고 숟가락으로 잘 개어 찹쌀물을 만들어주세요.',' 순서 3의 닭 삶았던 물에 믹서에 간 고사리와 잘게 바른 닭을 넣고 끓여주세요.',' 김이 나고 끓어오르면 마늘, 고춧가루, 소금, 후추를 넣어 간을 맞춰주세요.',' 순서 4의 찹쌀물을 넣고 고사리가 익을 때까지 5분 정도 더 끓여주세요.', '완성 ',' 그릇에 덜어 깊고 진한 닭육수의 고사리육개장을 음미해보세요.  제주도에서 먹었던 고사리육개장의 추억이 떠오르실거예요. 매콤한 걸 즐기신다면 취향껏 고춧가루를 더 넣어 드셔도 좋답니다!']",['한식'],0,"['닭','고사리']","['닭','물','고사리','고춧가루','대파','다진 마늘','고춧가루','소금','후추','우유','찹쌀가루','물']",제주도에 가면 꼭 먹어봐야 한다는 고사리육개장은 한 번도 안 먹어본 사람은 있어도 한 번만 먹은 사람은 없다는 우스갯소리가 있어요. 원래는 돼지뼈를 푹 고아서 만들지만 닭을 넣어 제주식 고사리육개장을 재현해보았답니다. 제주의 추억이 담긴 음식을 집에서 만들어 따뜻하게 즐겨보세요~
고구마닭볶음탕,"[' 닭에 붙은 지방을 가위로 제거해주세요. 살점과 지방이 뭉쳐 있어서 쉽게 제거할 수 있답니다.',' 흐르는 물에 닭을 씻고 30분 정도 우유에 담가놔주세요.*Tip. 닭을 우유에 담가두면 잡내가 제거되고 더 부드러워져요!',' 고구마는 껍질을 벗기고 1.5cm 두께로 슬라이스해주세요.',' 깻잎은 1cm 길이로 채 썰어주세요.',' 대파, 청양고추, 홍고추는 어슷하게 썰어주세요.',' 당근은 껍질을 살짝 벗긴 뒤 0.5cm 두께로 슬라이스한 뒤 2등분해주세요.',' 양파는 2cm 크기로 썰어주세요.',' 닭을 두 번 정도 씻고 냄비에 물을 넣은 뒤 닭을 넣어주세요.',' 설탕을 넣어 5분 정도 끓이고 거품은 걷어내주세요.*Tip. 설탕을 미리 넣으면 간이 더 잘 배어든답니다!',' 고구마를 넣고 1분 정도 더 끓여주세요.',' 고추장, 고춧가루, 맛술, 국간장, 진간장, 마늘을 넣고 5분 정도 더 끓여주세요.',' 국물이 자작하게 졸아들면 당근, 양파, 대파, 깻잎, 청양고추, 홍고추를 넣고 10분 정도 졸여주세요.', '완성 ',' 양념이 잘 배어든 고구마닭볶음탕을 맛있게 즐기세요.']",['메인요리'],0,"['닭','고구마']","['닭','우유','고구마','당근','양파','대파','깻잎','청양고추','홍고추','설탕','고추장','고춧가루','맛술','국간장','진간장','다진 마늘','물']",닭볶음탕에 감자 대신 달콤한 맛이 강한 고구마를 넣어도 의외로 잘 어울리죠. 깻잎을 넣어 은은하게 풍기는 깻잎의 향을 느끼며 양념에 졸여진 포슬하고 달콤한 고구마와 닭고기를 음미해 보세요~우유에 닭을 담갔다가 조리하면 잡내를 잡을 수 있고 조금 더 부드러워지니 닭 요리에 우유도 꼭 준비해주세요!
꼬막무침,"[' 꼬막, 물, 소금을 볼에 담고 비닐을 씌운 뒤 1시간 정도 해감시켜 주세요.*Tip. 해감할 때 숟가락을 넣으면 좀 더 빨리 해감된답니다!',' 냄비에 꼬막, 물, 청주를 넣어 센불에서 끓이고 끓어오르면 4분 정도 더 삶아주세요. 거품이 생기면 걷어내주세요.*Tip. 꼬막은 오랫동안 삶으면 질겨지므로 주의해야 해요!',' 숟가락으로 꼬막 뒷부분을 눌러 껍질을 분리해 주세요.',' 부추는 4cm 길이로 썰고 파는 1cm 크기로 어슷썰기, 양파는 채썰고 당근은 0.5cm 크기로 가늘게 채 썰어주세요.',' 분량의 재료를 골고루 섞어 양념장을 만들어주세요.',' 꼬막, 부추, 파, 양파, 당근과 순서 5의 양념장을 잘 버무려주세요.', '완성 ',' 양념에 잘 버무려진 쫄깃 탱탱 꼬막살을 음미하며 맛있게 즐기세요!']",['밑반찬'],0,['꼬막'],"['꼬막','양파','당근','부추','파','물','청주','다진 마늘','매실액','설탕','고추장','고춧가루','식초','참기름']",11월부터는 실하고 맛있는 꼬막이 나옵니다. 꼬막 정식만 판매하는 음식점이 있을 정도로 꼬막은 다양한 요리가 가능한 식재료인데요~ 그중 매콤새콤하게 무친 꼬막무침은 단연 꼬막요리의 꽃이라 할 수 있죠. 꼬막을 잘 해감하고 제대로 삶으면 여느 음식점 못지않은 요리가 완성된답니다.
홍합탕,"[' 홍합 수염을 제거하고 깨끗하게 세척해주세요.',' 양파는 반으로 자르고 대파는 6cm 크기로 썰어주세요.',' 청양고추와 홍고추는 어슷하게 썰어주세요.',' 냄비에 홍합, 양파, 대파, 물을 넣고 5분 정도 끓인다. 거품이 생기면 걷어내주세요.',' 양파가 말랑말랑해질 때까지 5분 정도 더 끓인 뒤 양파와 대파를 건져내주세요.*Tip. 오래 끓여서 물이 줄어들면 250ml 정도 더 넣어주세요.', '완성 ',' 마늘, 맛술, 후추를 넣고 1분 정도 끓인 뒤 불을 끄고 청양고추, 홍고추를 넣으면 완성이예요.']",['한식'],0,['홍합'],"['홍합','양파','대파','청양고추','홍고추','다진 마늘','맛술','후추','물']",잘 삶은 홍합은 그냥 먹어도 맛있지만 다양한 요리에도 잘 어울리죠~ 10월부터 12월이 제철인 살이 통통한 홍합으로 홍합탕을 끓이면 더욱 깊은 맛을 낸답니다. 따로 간을 하지 않아도 되기 때문에 제대로 손질만 하면 실패 없이 만들 수 있어요. 송송 썬 고추를 넣으면 국물이 시원하면서도 칼칼해서 국물이 금세 동나도록 먹게 될거예요!
차돌박이숙주덮밥,"[' 양파는 채 썰고 대파는 송송 썰어주세요.',' 숙주는 흐르는 물에 잘 씻고 끝부분을 다듬어주세요.',' 달군 팬에 식용유를 두르고 대파를 넣어 파기름을 내주세요.',' 차돌박이, 맛술, 진간장, 설탕, 마늘을 넣고 3분 정도 볶아주세요.',' 굴소스를 넣고 1분 정도 볶아주세요.',' 숙주, 양파를 넣고 3분 정도 볶은 뒤 불을 꺼주세요.', '완성 ',' 밥 위에 올려 맛있게 즐기세요. 밥에 올리지 않고 반찬이나 안주로 드셔도 아주 좋답니다!']",['메인요리'],0,"['차돌박이','숙주']","['차돌박이','숙주','밥','양파','대파','맛술','진간장','설탕','다진 마늘','굴소스','식용유']","차돌박이는 그냥 구워 먹어도 맛있지만 된장찌개에 넣어도 맛있고 다양한 요리에 활용할 수 있는 재료예요. 금요일 저녁이나 주말에 만들어 먹는 차돌박이숙주볶음은 술안주로 제격이고, 평소에는 뚝딱 만들어 따뜻한 밥 위에 올려 한 끼 든든하게 채우기에도 그만이지요~ 소고기와 숙주는 맛도 영양도 환상의 짝꿍이랍니다. 함께 휘리릭~ 맛있게 볶아볼까요?"
감자치즈크로켓,"[' 감자는 껍질을 벗기고 냄비에 물을 넣고 20분 정도 삶아주세요.*Tip. 물이 많이 줄어들면 추가로 더 넣어주세요!',' 삶은 감자를 숟가락으로 으깨주세요.',' 볼에 달걀을 잘 풀어주세요.',' 양파는 작게 다져주세요.',' 으깬 감자에 양파, 설탕, 마요네즈, 소금, 후추를 넣고 골고루 섞어주세요.',' 순서 5를 지름 6cm 크기로 반죽하고 모차렐라치즈를 넣어 동그랗게 만들어 주세요.',' 순서 6에 달걀물을 골고루 입히고 빵가루를 앞뒤로 묻혀주세요.',' 냄비에 식용유를 끓이고 170℃가 되면 순서 7의 크로켓을 넣어 2분 정도 튀겨주세요.', '완성 ',' 머스터드 소스나 케첩 등을 뿌려 맛있게 즐겨보세요.']",['간식'],0,"['감자','모짜렐라 치즈']","['감자','물','양파','모짜렐라 치즈','달걀','빵가루','설탕','마요네즈','소금','후추','식용유','머스터드 소스']","감자의 담백함과 치즈의 고소한 맛이 바삭한 식감과 만나 언제 먹어도 맛있는 크로켓입니다. 포슬~ 포슬~ 잘 찐 감자에 양파가 느끼함을 잡아주어 어른은 물론 아이 간식으로도 제격이지요. 출출한 시간, 간식이 생각날 때 한 번 만들어볼까요?"
새우부추전,"[' 부추는 3cm 길이로 잘라주세요.',' 새우는 흐르는 물에 씻고 꼬리를 제거한 뒤 키친타월에 올려 물기를 제거해주세요.',' 밀가루, 부침가루, 찬물, 소금, 후추를 섞어서 반죽을 만들어주세요.',' 순서 3의 반죽에 부추를 넣어 골고루 섞어주세요.',' 달군 팬에 식용유를 두르고 순서 4의 반죽을 7cm 크기로 올린 뒤 새우를 하나씩 올리고 2~3분 정도 부쳐내주세요.',' 접시에 담아 맛있게 드세요!']",['한식'],0,"['새우','부추']","['새우','부추','밀가루','부침가루','찬물','식용유','소금','후추','쪽파','간장','다진양파','물','식초','통깨','설탕']","향긋하고 쌉쌀한 부추전에 탱글한 새우알을 올려 지졌어요. 부추를 한 입에 먹기 좋은 길이로 잘라 새우를 한 마리씩 올리니, 만들기도 편하고 먹기에도 너무 좋네요. 저녁식사 밑반찬으로 간단히 만들기에도 좋고 비가 오는 날 고소한 기름내를 맡으며 지져 먹어도 별미랍니다."
크림오므라이스,"[' 생크림을 볼에 넣고 살짝 되직할 정도로 휘핑한 뒤 냉장고에 넣어두세요.',' 양파는 채썰어주세요.',' 달군 팬에 양파, 버터를 넣고 양파가 갈색이 될 때까지 4분 정도 볶아주세요.',' 물, 진간장, 식초, 설탕, 케첩, 우유, 후추를 넣어 팔팔 끓이고 끓기 시작하면 2분 정도 더 끓여주세요.',' 달걀을 볼에 넣어 골고루 풀어주세요.',' 달군 팬에 식용유를 두르고 달걀을 넣어 앞뒤로 노릇하게 익혀주세요.', '완성 ',' 밥을 그릇에 담고 순서 6의 달걀로 감싼 뒤 순서 4의 오므라이스소스를 뿌려주세요. 생크림을 짤주머니에 담고 오므라이스 주위에 뿌린 뒤 섞어서 맛있게 즐겨보세요!']",['메인요리'],1인분,"['달걀','밥','생크림']","['달걀','밥','생크림','양파','버터','물','진간장','식초','설탕','케첩','우유','식용유','후추']",오므라이스는 포슬포슬한 달걀과 진한 색의 달콤한 소스가 먼저 떠오르지요. 오므라이스에 생크림을 더하면 부드러우면서 색다르게 즐길 수 있답니다. 과연 어울릴까 싶지만 한 번 먹어보면 헤어날 수 없는 특별한 맛이예요. 생크림은 단맛이 가미된 것이 아닌 무가당 휘핑크림을 사용해주세요~
치킨샐러드,"[' 양상추는 5cm 크기로 썰고 토마토는 1cm 두께로 슬라이스한 뒤 2등분해주세요.',' 브로콜리는 끝부분을 자르고 적양배추는 1cm 크기로 채썰어주세요.',' 냄비에 물을 끓이고 브로콜리를 넣어 15초 정도 데쳐주세요.',' 그릇에 달걀을 부드럽게 풀어주세요.',' 닭안심살은 소금, 후추로 밑간한 뒤 달걀물을 골고루 바르고 빵가루를 앞뒤로 묻혀주세요.',' 닭안심살을 에어프라이어에 넣어 200℃에서 20분 정도 익혀주세요.*Tip. 에어프라이어를 사용하면 기름에 튀긴 것보다 담백하지만 취향에 따라 기름에 튀겨도 좋아요. 에어프라이어 성능에 따라 온도와 시간에 차이가 있으니 구우며 중간중간 확인해 주시는게 좋답니다.',' 다 익은 닭안심살을 3cm 크기로 썰어주세요.',' 양상추, 토마토, 브로콜리, 적양배추, 새싹채소를 그릇에 담아주세요.', '완성 ',' 닭안심살을 올린 뒤 머스터드소스를 뿌려 맛있게 즐기세요.']",['메인요리'],0,['닭안심살'],"['닭안심살','달걀','빵가루','새싹채소','양상추','토마토','브로콜리','물','적양배추','소금','후추','머스터드 소스']","에어프라이어로 구워 담백하고 깔끔한 맛의 치킨과 싱그러운 채소, 과일을 활용해 맛있고 건강한 샐러드를 만들었어요. 닭가슴살도 좋지만 닭안심을 사용하면 퍽퍽하지 않고 더 부드럽고 담백하게 즐길 수 있답니다. 풍부한 단백질과 식이섬유로 이뤄진 맛있는 샐러드, 함께 만들어 볼까요?"
고기완자떡국,"[' 돼지고기를 물에 담가 20분 정도 핏물을 빼고 키친타월로 물기를 제거해주세요.',' 떡은 물에 담가 20~30분 정도 불려놔주세요.',' 양파와 대파, 당근은 잘게 다져주세요.',' 돼지고기에 소금과 후추를 넣어 밑간하고 맛술을 넣어주세요.*Tip. 맛술을 넣으면 육질이 부드러워지고 잡내를 잡아줍니다!',' 순서 4에 양파, 대파, 당근을 넣고 잘 섞은 뒤 4cm 크기로 동그랗게 고기완자를 빚어주세요.',' 넓은 접시에 밀가루를 골고루 뿌리고 5의 고기완자를 넣어 옷을 입혀줍니다. 그리고 냄비에 물을 넣고 다시마, 표고버섯을 넣어 3분 정도 끓인 뒤 건져내주세요.',' 그릇에 달걀을 풀고 순서 7의 고기완자에 달걀물을 입혀주세요.',' 순서 6의 냄비에 순서 7의 고기완자를 넣고 센불에서 3분 정도 끓여주세요.',' 마늘, 국간장, 소금, 후추를 넣고 간을 맞춰 주세요.',' 팔팔 끓어오르면 순서 2의 불린 떡을 넣고 5분 정도 더 끓여주세요.', '완성 ',' 완자와 떡이 다 익으면 그릇에 옮겨 담아 맛있게 드세요.']",['메인요리'],0,['다진 돼지고기'],"['다진 돼지고기','양파','대파','당근','달걀','밀가루','맛술','소금','후추','물','다시마 ','표고버섯','떡국용 떡','다진 마늘','국간장','소금','후추']","새해가 밝으면 가장 먼저 먹는 음식, 떡국! 꼭 설날이 아니라도 쫄깃한 식감의 떡을 좋아해서 평상시에도 다양한 재료를 넣어 떡국을 끓이는데요~고기완자를 만들어 떡국을 끓이면 국물 맛까지 진해진답니다. 밥이 없어도 떡국 한 그릇만으로도 든든하지요~"
왕소시지김밥,"[' 냄비에 물을 절반 정도 담고 끓인 뒤 프랑크소시지를 넣고 1분 정도 데쳐주세요.*Tip. 소시지를 데치면 첨가물과 나트륨이 제거되어 맛이 더 깔끔해져요. 오래 데치면 터질 수 있으니 1분만 데치고 칼집을 내주세요.',' 달군 팬에 식용유를 두르고 잘 푼 달걀을 넣어 약불에서 달걀지단을 만들어주세요.',' 단무지와 조림우엉은 적당한 크기로 길게 자르고 맛살은 반으로 갈라주세요.',' 밥에 소금, 설탕, 식초, 깨, 참기름을 넣고 잘 섞어주세요.',' 김밥 김을 깔고 밥을 주먹 크기만큼 올린 뒤 얇게 펴주세요.',' 얇게 편 밥 위에 달걀지단을 올리고 조림우엉, 단무지, 맛살, 프랑크소시지를 올린 뒤 머스터드소스를 뿌려주세요.',' 김 끝부분에 물을 바르고 재료가 흐트러지지 않게 돌돌 말아주세요.*Tip. 밥알로 붙여도 되지만 물을 묻히면 김이 더 잘 붙어요!',' 김밥 표면과 칼에 참기름을 바르고 먹기 좋은 크기로 잘라주세요.', '완성 ',' 완성된 왕소시지김밥은 머스터드 소스를 추가로 곁들여 찍어먹어도 맛이 좋답니다.']",['한식'],5인분,"['프랑크소시지','밥','김밥용 김']","['프랑크소시지','맛살','단무지','조림우엉','달걀','밥','김밥용 김','소금','설탕','식초','깨','참기름','식용유','머스터드 소스']",모두에게 김밥은 추억이 함께 따라다니는 음식이지요. 이상하게도 집에서 직접 만든 김밥은 더욱 맛있어서 몇 줄도 먹을 수 있어요. 오늘은 집에서 커다란 소시지를 넣어 김밥을 말아볼까요? 왕소시지김밥은 달걀지단을 자르지 않고 그대로 올리는 것이 포인트랍니다. 시간도 절약되고 재료가 많이 필요하지 않아 더욱 간단한 김밥이예요!
